#POSITION	WEIGHTPOS	WEIGHTVAR
1	0.000	1.000	
2	0.000	1.000	
3	0.000	1.000	
4	0.000	1.000	
5	0.000	1.000	
6	0.000	1.000	
7	0.000	1.000	
8	0.000	1.000	
9	0.000	1.000	
10	0.000	1.000	
11	0.000	1.000	
12	0.000	1.000	
13	0.000	1.000	
14	0.000	1.000	
15	0.000	1.000	
16	0.000	1.000	
17	0.000	1.000	
18	0.000	1.000	
19	0.000	1.000	
20	0.000	1.000	
21	0.000	1.000	
22	0.000	1.000	
23	0.000	1.000	
24	0.000	1.000	
25	0.000	1.000	
26	0.000	1.000	
27	0.000	1.000	
28	0.000	1.000	
29	0.000	1.000	
30	0.000	1.000	
31	0.000	1.000	
32	0.000	1.000	
33	0.000	1.000	
34	0.000	1.000	
35	0.000	1.000	
36	0.000	1.000	
37	0.000	1.000	
38	0.000	1.000	
39	0.000	1.000	
40	0.000	1.000	
41	0.000	1.000	
42	0.000	1.000	
43	0.000	1.000	
44	0.000	1.000	
45	0.000	1.000	
46	0.000	1.000	
47	0.000	1.000	
48	0.000	1.000	
49	0.000	1.000	
50	0.000	1.000	
51	0.000	1.000	
52	0.000	1.000	
53	0.000	1.000	
54	0.000	1.000	
55	0.000	1.000	
56	0.000	1.000	
57	0.000	1.000	
58	0.000	1.000	
59	0.000	1.000	
60	0.000	1.000	
61	0.000	1.000	
62	0.000	1.000	
63	0.000	1.000	
64	0.000	1.000	
65	0.000	1.000	
66	0.000	1.000	
67	0.000	1.000	
68	0.000	1.000	
69	0.000	1.000	
70	0.000	1.000	
71	0.000	1.000	
72	0.000	1.000	
73	0.000	1.000	
74	0.000	1.000	
75	0.000	1.000	
76	0.000	1.000	
77	0.000	1.000	
78	0.000	1.000	
79	0.000	1.000	
80	0.000	1.000	
81	0.000	1.000	
82	0.000	1.000	
83	0.000	1.000	
84	0.000	1.000	
85	0.000	1.000	
86	0.000	1.000	
87	0.000	1.000	
88	0.000	1.000	
89	0.000	1.000	
90	0.000	1.000	
91	0.000	1.000	
92	0.000	1.000	
93	0.000	1.000	
94	0.000	1.000	
95	0.000	1.000	
