18 	 396379 	 466408 	 "VIPR2";
18 	 565137 	 643308 	 "ESYT2";
18 	 721125 	 1389609 	 "PTPRN2";
18 	 1795462 	 1934951 	 "LMBR1";
18 	 3066853 	 3111239 	 "PAXIP1";
18 	 3148479 	 3905845 	 "DPP6";
18 	 4979300 	 4981545 	 "CCT8L2";
18 	 4993213 	 5279668 	 "KMT2C";
18 	 5475077 	 5744761 	 "PRKAG2";
18 	 5899566 	 5928981 	 "NUB1";
18 	 6058888 	 6080908 	 "GBX1";
18 	 6395809 	 6401076 	 "GIMAP2";
18 	 7715969 	 7725465 	 "PRSS58";
18 	 7767831 	 7863717 	 "MGAM2";
18 	 8084292 	 8167983 	 "SSBP1";
18 	 8171133 	 8196836 	 "WEE2";
18 	 8263761 	 8369060 	 "AGK";
18 	 10462670 	 10509595 	 "TTC26";
18 	 10676845 	 10829487 	 "KIAA1549";
18 	 11533184 	 11666132 	 "CREB3L2";
18 	 11705055 	 12187098 	 "DGKI";
18 	 12455139 	 12600314 	 "CHRM2";
18 	 14957257 	 15074978 	 "LRGUK";
18 	 15105152 	 15906734 	 "EXOC4";
18 	 18147124 	 18149177 	 "KLF14";
18 	 19759734 	 19787616 	 "FLNC";
18 	 19841718 	 19875804 	 "CALU";
18 	 19919703 	 19945287 	 "FAM71F2";
18 	 20261473 	 20653621 	 "SND1";
18 	 20945049 	 21756952 	 "GRM8";
18 	 24372547 	 24867287 	 "CADPS2";
18 	 25655730 	 25937923 	 "CPED1";
18 	 26139457 	 26624210 	 "KCND2";
18 	 28627717 	 28818209 	 "CFTR";
18 	 28945825 	 28993969 	 "WNT2";
18 	 29426044 	 29541526 	 "MET";
18 	 31026048 	 31125664 	 "MDFIC";
18 	 31335102 	 31890523 	 "FOXP2";
18 	 31997667 	 32039949 	 "PPP1R3A";
18 	 33198002 	 33248912 	 "IFRD1";
18 	 33423199 	 33879368 	 "DOCK4";
18 	 34006841 	 34930252 	 "IMMP2L";
18 	 37416875 	 37599934 	 "AOAH";
18 	 38635603 	 38681690 	 "TBX20";
18 	 38801343 	 39084190 	 "DPY19L1";
18 	 39417830 	 39664010 	 "BMPER";
18 	 39663720 	 40394244 	 "BBS9";
18 	 41915180 	 41972327 	 "ADCYAP1R1";
18 	 42464667 	 42509135 	 "NOD1";
18 	 42767452 	 42802109 	 "MTURN";
18 	 42841085 	 42901203 	 "PLEKHA8";
18 	 43559619 	 43690951 	 "CPVL";
18 	 43840553 	 44264514 	 "CREB5";
18 	 44488530 	 44827101 	 "JAZF1";
18 	 44985410 	 45102171 	 "HIBADH";
18 	 45429691 	 45432723 	 "HOXA5";
18 	 45636929 	 45813748 	 "SKAP2";
18 	 46064575 	 46142983 	 "SNX10";
18 	 46205164 	 46215861 	 "HNRNPA2B1";
18 	 46213392 	 46250309 	 "NFE2L3";
18 	 47298303 	 47491248 	 "OSBPL3";
18 	 47589547 	 47711433 	 "MPP6";
18 	 47985796 	 47993726 	 "NPY";
18 	 48607923 	 48693858 	 "VOPP1";
18 	 48960938 	 49192434 	 "TNS3";
18 	 51131576 	 51185493 	 "BLVRA";
18 	 53639588 	 54283272 	 "SUGCT";
18 	 54744833 	 55231628 	 "POU6F2";
18 	 55495145 	 55521307 	 "ZNF282";
